EventID,Timestamp,UserID,IPAddress,Action,DurationMs,ErrorCode,Region,Thread,BytesIn
2613d942-6742-4b48-9544-5e38cdf7ca69,2024-01-10T16:09:43Z,U00491152,136.243.23.183,GET,23588,0,ap-southeast-1,T0177,39609
02dc3ee2-b269-4b93-85fe-1b392f60b130,2024-01-10T16:56:26Z,U01200944,101.4.234.234,GET,24356,404,us-east-2,T0820,34712
14aa1164-1dc3-44eb-9f5b-612e05aabf18,2024-01-10T07:44:40Z,U00277797,6.206.228.165,DELETE,7962,503,me-south-1,T0780,37477
54e7ead1-1d6f-4390-b060-d8fdd78eed68,2024-01-10T00:37:21Z,U01496228,90.97.37.37,PATCH,18379,500,eu-central-1,T0416,47290
2ae595a8-e7f3-4889-999a-0c49b83b6266,2024-01-10T02:12:33Z,U01599193,164.2.154.211,PATCH,1965,0,us-east-1,T0627,62567
f2dbd56a-5c6e-4a28-9c30-164d3d726aee,2024-01-10T16:41:34Z,U00537265,227.117.173.232,DELETE,22258,404,ca-central-1,T0990,10938
a62e12f1-f8c4-4418-84af-1d36c4917f81,2024-01-10T13:37:17Z,U01263454,170.164.199.53,DELETE,311,403,eu-central-1,T0716,6176
68999bcf-188d-4e65-96bc-2eb74ed3d929,2024-01-10T00:05:19Z,U01441583,169.43.33.182,GET,641,0,ap-southeast-1,T0685,57428
7e98d6e4-7853-4df3-9c63-5447dbb22f6e,2024-01-10T05:59:17Z,U00738161,238.239.181.172,PATCH,8073,404,ap-northeast-1,T0442,63684
75b0c04b-ff96-4454-9603-731f01ea3f16,2024-01-10T03:54:57Z,U00382483,73.55.82.157,POST,11829,400,ca-central-1,T0456,62746
0647967b-e494-4b90-9516-e6de0956ad8e,2024-01-10T05:59:27Z,U00870167,156.26.173.247,GET,5084,503,ca-central-1,T0394,26920
92c6099c-cded-4625-87a5-b4d346fb0fbc,2024-01-10T06:33:11Z,U01493174,77.12.102.114,POST,15823,0,eu-north-1,T0007,61470
277cdaaa-26aa-4088-b7f1-7886d4f45156,2024-01-10T10:17:49Z,U01855876,178.129.42.74,POST,13488,500,me-south-1,T0686,17925
e1210631-6f37-4679-a386-d47485307117,2024-01-10T01:27:44Z,U01594314,151.215.110.70,GET,11169,404,ap-south-1,T0945,37769
948a07e3-5e5f-4d4a-bf62-b6ce2175aa61,2024-01-10T07:32:00Z,U00363475,253.26.132.236,DELETE,16783,0,eu-north-1,T0675,49107
10c2e86f-82a6-4a29-9c08-3e1d35f72352,2024-01-10T06:29:09Z,U01079363,1.167.119.240,PUT,8881,0,us-east-1,T0988,39509
782fdf5e-b88a-4d50-9371-590b68b3cd8a,2024-01-10T20:31:37Z,U00888250,25.1.170.162,GET,16591,503,us-west-2,T0191,64555
e0dc7506-86c3-4339-aa4c-8bcaa5303cb3,2024-01-10T07:07:08Z,U00438447,238.252.76.33,PATCH,11583,0,ap-south-1,T0570,58457
803dd2dd-22be-4888-bc8f-7e3ef64ecf06,2024-01-10T06:28:34Z,U00741321,230.218.97.165,PUT,8528,0,ap-southeast-1,T0250,4752
eb67482b-4e1a-407c-9d46-cf7ad4a8eded,2024-01-10T19:58:57Z,U01344596,228.203.136.32,DELETE,4420,0,us-east-1,T0358,16279
32d940ae-35ec-4cd2-8273-c1d0aadf7afb,2024-01-10T00:15:19Z,U01024481,254.239.47.154,PUT,369,500,eu-west-1,T0736,19311
362b475c-4819-49ed-a9ac-c67ab27c11a8,2024-01-10T17:29:04Z,U00576064,45.85.155.231,DELETE,27134,503,ap-south-1,T0152,41058
2c09c0c5-53ab-400d-bc3e-ee4863d3cad5,2024-01-10T05:33:39Z,U00097817,217.255.19.108,PUT,7566,0,us-east-2,T0842,56814
5cc5f08b-5fc6-4db1-8cd5-e715d57c2fc0,2024-01-10T15:37:56Z,U01162038,26.151.233.61,GET,18860,503,us-east-2,T0067,16176
7ddf001d-adfd-429d-be9b-a457fa7d932d,2024-01-10T22:45:42Z,U00864106,138.113.57.116,POST,4453,0,ap-southeast-1,T0702,9022
87d94125-2e1e-47db-86a3-837165c00099,2024-01-10T18:00:54Z,U00962739,238.115.169.123,POST,2125,0,eu-central-1,T0683,1812
35636527-c1af-49cd-9d40-d806bacc0d8e,2024-01-10T19:24:04Z,U00403009,253.187.170.133,DELETE,18928,503,us-east-2,T0051,42284
cbee1af4-c2c7-4190-a43c-2c3a6f7f07e9,2024-01-10T21:11:24Z,U00203348,7.142.97.177,PUT,8397,500,me-south-1,T0839,28221
c8d06232-9a2a-4479-9d0f-586c2f34167f,2024-01-10T07:14:39Z,U01491025,246.115.81.253,PATCH,19237,403,sa-east-1,T0633,1647
395a66fb-44e9-4a85-a6e4-690b93682e6b,2024-01-10T11:03:31Z,U01090818,123.214.174.19,GET,4343,0,eu-central-1,T0569,36659
eebac9fd-22eb-4dfe-9ef7-3e3b2cf8a0da,2024-01-10T10:59:07Z,U01446042,176.192.204.103,GET,25402,0,sa-east-1,T0431,60260
49ed472d-d7cf-48a5-b1c0-81a89cb49980,2024-01-10T13:19:54Z,U00477319,80.252.206.105,PATCH,11102,0,us-east-1,T0098,54692
acb73181-eef5-493d-85b9-5d3623cc4725,2024-01-10T05:02:39Z,U01340212,153.206.206.177,PATCH,341,0,ap-southeast-1,T0993,39096
9c103d4a-6b40-4f86-a60f-20fda3f6a08c,2024-01-10T07:18:40Z,U00095576,214.88.93.200,DELETE,26935,0,sa-east-1,T0281,29035
3df2bba0-6734-4fd4-8175-833e1791c6ef,2024-01-10T18:14:12Z,U00335259,87.5.101.51,GET,13662,401,ap-south-1,T0542,8600
a818607a-86d2-4585-98a6-56b92779049c,2024-01-10T19:17:52Z,U00682499,11.170.144.107,DELETE,4394,0,eu-north-1,T0682,49689
8497bc1a-c8e6-48b5-a695-e61a2ddad9e9,2024-01-10T13:39:20Z,U01097921,2.174.86.51,DELETE,19384,0,us-west-2,T0048,41942
f4ed4f40-66dd-46dc-a1dd-add99542d349,2024-01-10T08:32:42Z,U01957920,157.250.81.137,PATCH,13440,400,eu-north-1,T0542,1599
a87ac54a-7d0c-4603-aa19-6901cd2f9a8e,2024-01-10T17:55:50Z,U01991792,85.178.210.35,GET,1330,0,sa-east-1,T0452,55455
f0b383e5-1210-4034-8dbf-3eedab5202f3,2024-01-10T04:38:39Z,U00817462,30.108.35.228,DELETE,19436,0,ap-southeast-1,T0311,38322
