EventID,Timestamp,UserID,IPAddress,Action,DurationMs,ErrorCode,Region,Thread,BytesIn
84819f4b-c8ad-493c-831b-31656df4a36e,2024-01-03T09:59:24Z,U00872347,162.1.177.245,PUT,26951,0,ap-northeast-1,T0479,44120
9d7eb0ea-b68c-4505-9011-862d1ad53881,2024-01-03T16:20:15Z,U01510617,24.35.217.79,PUT,1500,500,eu-west-1,T0499,27680
7fe06a17-29df-4146-a6a9-5d49bc54669c,2024-01-03T07:28:58Z,U00562016,25.5.207.248,PATCH,14157,0,eu-north-1,T0531,1254
a29ebe8e-e21e-4499-bc12-36048d3d39eb,2024-01-03T04:23:44Z,U00451653,104.155.109.249,POST,6356,0,sa-east-1,T0478,3099
fe8b577c-839c-430b-beba-33758f136199,2024-01-03T05:10:18Z,U00775174,220.60.129.15,DELETE,5862,503,eu-west-1,T0695,26947
bf089d4b-66ce-4f4e-bc63-4541f65e8e54,2024-01-03T20:48:09Z,U00803539,23.66.131.2,POST,27948,0,us-east-1,T0955,40930
6beef500-176b-4152-abb7-9697c040c375,2024-01-03T21:43:00Z,U01623221,159.220.232.73,PATCH,24280,404,us-east-1,T0808,27696
82b8e331-30aa-49d8-a691-60eead3f3a8e,2024-01-03T02:37:34Z,U01440092,246.72.251.86,GET,29049,400,me-south-1,T0741,1752
4216d120-48f9-4f75-bb82-1bf09feb1c08,2024-01-03T21:22:02Z,U00106139,178.110.43.139,PATCH,4207,0,eu-west-1,T0330,45499
51ed1b81-f5d9-48b8-b6f0-641b72f55da4,2024-01-03T10:25:47Z,U01810354,73.166.59.225,DELETE,24542,401,us-east-2,T0150,52010
5ff1592d-750a-4b38-8d45-bab67d478ce1,2024-01-03T00:58:54Z,U00104270,242.227.254.251,GET,27282,0,us-east-2,T0971,56106
ae2f02c4-fbe5-400a-bcfb-6aa8165fa4f8,2024-01-03T14:07:50Z,U01101443,163.65.58.170,PATCH,26090,0,eu-central-1,T0847,5104
42137734-2832-4f95-ae09-69e91b342542,2024-01-03T01:10:41Z,U00862063,187.165.99.235,PUT,6710,500,ap-south-1,T0391,7679
064035ac-460e-4ccc-abbf-29e709924b10,2024-01-03T14:19:33Z,U01865629,38.113.37.107,DELETE,25139,503,ap-northeast-1,T0062,44682
6eebd320-c835-4684-ac49-541dcd9d8721,2024-01-03T05:52:35Z,U00701524,151.237.173.72,PUT,23058,0,ap-south-1,T0840,36938
dd465e62-5fa9-48d8-84c3-824dfb59a528,2024-01-03T06:01:51Z,U00896704,133.37.42.190,PATCH,20515,0,sa-east-1,T0660,19316
13e51ade-3b5f-4236-985f-3dfbf7d8f56b,2024-01-03T12:31:19Z,U01091236,184.248.166.3,GET,18563,0,us-east-1,T0400,2498
b5ad7bf8-da8a-4fce-af2f-fd504b31e64c,2024-01-03T07:57:32Z,U01011700,139.159.128.159,PATCH,21735,0,sa-east-1,T0194,45765
6b7046a7-313c-4141-95aa-a28f290e2aac,2024-01-03T21:34:18Z,U00950310,172.47.122.96,PUT,21609,403,eu-central-1,T0404,8633
9bfd84d6-4e63-41ab-ab9c-d194bddaef62,2024-01-03T13:21:14Z,U00865948,31.50.186.57,GET,5901,0,ap-northeast-1,T0816,43198
4f5f8c71-d150-451a-a27c-dd577e7358ef,2024-01-03T04:48:58Z,U00656348,47.137.156.238,POST,28171,0,us-east-1,T0072,11457
9ecb81d7-434c-4dbd-b3a6-066ed287834b,2024-01-03T08:03:57Z,U01914938,36.254.136.173,POST,1036,0,ap-southeast-1,T0068,4577
774074f6-738f-4b92-9288-0ddd4baf37c9,2024-01-03T12:04:22Z,U01432022,253.223.99.254,DELETE,12437,401,us-east-1,T0985,9881
b5be872e-17ab-46d4-a172-733eff7ce593,2024-01-03T04:41:30Z,U01969048,28.193.24.119,DELETE,15936,0,me-south-1,T0859,50584
a91ec61f-ce0b-4e16-949f-42c586676cf2,2024-01-03T01:56:02Z,U00401941,169.94.35.199,PUT,23533,0,us-west-2,T0035,58796
2ea90d70-4931-422d-b79e-cb1e529dd74b,2024-01-03T22:33:32Z,U00659127,140.91.96.167,PUT,9650,503,me-south-1,T0797,35962
c9d2b7c0-2e79-4f82-8554-da86f5ff9e70,2024-01-03T13:44:40Z,U01181378,239.162.163.137,DELETE,16730,500,eu-west-1,T0791,12398
20088137-04b4-4f8c-9e29-b1913f0a617a,2024-01-03T07:59:04Z,U00563242,71.224.117.51,PATCH,2477,503,eu-west-1,T0815,50236
100a2654-5896-41ed-ae6e-ae87291e158c,2024-01-03T21:58:37Z,U00845328,40.180.110.137,DELETE,2698,0,us-west-2,T0795,35898
7432a291-4111-4798-bbcc-ff26b06d1c42,2024-01-03T20:14:14Z,U01842362,38.185.103.122,GET,21487,400,ap-southeast-1,T0024,6201
4eacf773-d5c9-4ede-bae2-0037553b8704,2024-01-03T09:07:27Z,U01276700,220.197.25.182,PUT,10877,404,eu-west-1,T0720,14148
c96fcce6-8670-4783-8ac4-94766e60d046,2024-01-03T09:08:06Z,U00004412,33.81.108.179,DELETE,6515,0,eu-north-1,T0034,35152
f1fa789f-2f94-4616-8b45-483787c5f649,2024-01-03T01:17:58Z,U00330673,172.121.43.26,POST,16634,0,us-east-1,T0325,51904
64060287-6f78-4d6c-98f3-4bdc2b343e64,2024-01-03T16:09:27Z,U00055593,252.176.132.110,DELETE,20128,0,me-south-1,T0344,26484
3161f78b-3199-4b83-8af1-a04c02aa98ef,2024-01-03T08:22:38Z,U01443141,75.214.147.205,DELETE,19530,401,eu-central-1,T0717,61341
259271b9-cbdd-4c64-8c34-173cf94abc9b,2024-01-03T00:54:07Z,U00248501,49.172.241.43,PATCH,9557,403,ap-southeast-1,T0645,26031
0aea45f3-c050-4c43-a696-1133f1e16052,2024-01-03T17:06:01Z,U00189394,178.13.244.93,POST,3680,404,eu-central-1,T0125,29404
d5006e17-80d7-4f8f-84e3-3d9d25fca7fa,2024-01-03T19:22:58Z,U00780909,249.151.116.172,GET,10340,0,us-east-1,T0652,25814
6e60df05-7474-4012-a374-01c7edd2034d,2024-01-03T05:45:53Z,U00193182,185.8.29.7,DELETE,400,0,ap-south-1,T0125,31635
b17b10c1-104d-44e2-a78d-b95f5a9b05ca,2024-01-03T02:33:14Z,U01109324,177.61.254.152,GET,22930,503,eu-north-1,T0868,36338
a2f35e1e-9b3c-4ef4-be74-4a28aab7d8e0,2024-01-03T04:31:21Z,U00444138,220.0.38.77,GET,19795,0,eu-central-1,T0813,56392
cb1761b0-92eb-4d27-988f-1c0887e321c2,2024-01-03T15:16:21Z,U00600869,2.204.140.29,POST,27374,0,ap-northeast-1,T0487,58971
f9482d91-62de-4638-92be-2d5329dfe2d4,2024-01-03T23:30:55Z,U01890429,90.183.240.226,POST,14866,0,eu-west-1,T0846,58585
c575e1c2-ddc7-4678-8f49-2ef43151ae2d,2024-01-03T03:51:27Z,U01445276,220.198.207.119,GET,24005,403,ap-south-1,T0605,45433
07e08990-4239-4f07-b09c-341232da4e7b,2024-01-03T14:06:46Z,U00634073,56.227.95.243,POST,20794,403,me-south-1,T0024,13380
8199d8f8-02c3-44f0-957b-5d268eb66712,2024-01-03T22:47:36Z,U00741149,184.142.233.81,DELETE,13920,0,us-west-2,T0636,54043
82b74b5b-541c-4e6a-a068-cae9248d8d10,2024-01-03T05:55:09Z,U01194544,27.204.116.175,GET,4384,0,us-east-2,T0128,40762
fd33160a-49d1-492f-bb8e-5a4ced28e015,2024-01-03T16:05:33Z,U01011105,32.69.226.39,GET,5890,403,us-east-2,T0825,28764
56f3cbaa-4ddc-4c0e-816b-8b9f18416c3b,2024-01-03T17:51:10Z,U00969359,226.108.51.36,POST,14255,403,ap-southeast-1,T0641,50818
772b757b-8170-435e-b86e-83c785854a3d,2024-01-03T20:26:58Z,U00975721,61.12.206.223,PATCH,8743,0,us-west-2,T0884,26708
4995cad8-06a1-45ad-8293-4ab719527bcf,2024-01-03T04:39:46Z,U00717658,148.77.244.112,GET,17560,404,us-east-2,T0057,63642
6d3d3654-190c-405e-af4f-a94cea6669be,2024-01-03T19:11:01Z,U01466731,240.50.107.166,PATCH,8334,500,ap-southeast-1,T0421,25995
0a46b364-b86b-4e2a-9743-e642124f1f27,2024-01-03T21:58:49Z,U00221723,100.210.204.136,GET,19331,401,ap-northeast-1,T0231,55261
d8704953-dc64-4dfd-93c7-2b90136ac33b,2024-01-03T13:28:30Z,U01875854,133.61.68.15,GET,5608,0,eu-central-1,T0249,4854
40bb9555-ef21-4425-b7ab-e290e02021e6,2024-01-03T22:24:05Z,U01331163,222.151.40.155,PUT,25395,503,eu-west-1,T0385,55265
dcda6c68-a96d-4fe1-9cf4-b8f4dba37e8d,2024-01-03T01:12:14Z,U00608481,201.61.120.105,POST,9560,400,us-west-2,T0637,31591
508b1d48-d9dd-41d1-89ce-ce0cccb613da,2024-01-03T03:09:04Z,U01400080,3.206.88.60,PATCH,19488,500,eu-central-1,T0888,8708
870754fc-bc70-4313-9540-ccfeb136cf2f,2024-01-03T15:53:00Z,U01209808,124.254.240.98,PATCH,11324,400,eu-north-1,T0191,63109
c3b4abdc-f074-4e13-bd70-1cdca45be3db,2024-01-03T06:26:43Z,U01529692,183.4.229.237,PUT,24968,0,ap-southeast-1,T0459,30092
cac2b0f5-df80-44ee-a3d1-ee90f83af799,2024-01-03T14:18:11Z,U01470469,128.180.56.187,PATCH,22007,0,us-east-2,T0576,56686
72d3d876-9e1e-4817-ba6d-9b3c439810ed,2024-01-03T22:14:26Z,U00754038,97.30.50.66,PATCH,13599,400,us-east-1,T0539,38026
c0c83981-b0d7-467e-91f7-ba654b32cd0d,2024-01-03T12:24:13Z,U01892204,192.238.191.15,GET,8142,0,us-east-1,T0398,13319
c91049a7-d551-49c8-b2d2-6d45ed3c5e91,2024-01-03T21:10:01Z,U00402430,41.209.178.117,PUT,18388,0,ap-south-1,T0093,34011
3710da72-ef0b-44b5-9558-48ff8024f62d,2024-01-03T13:10:39Z,U00901365,162.197.118.2,PATCH,16449,0,me-south-1,T0187,17938
e164a2c1-5860-4428-bc38-660cfc20f711,2024-01-03T23:33:17Z,U00097701,251.92.141.78,DELETE,26991,503,eu-west-1,T0238,65194
