EventID,Timestamp,UserID,IPAddress,Action,DurationMs,ErrorCode,Region,Thread,BytesIn
5b3c20b9-a9df-443a-9ea6-8f81ac8f2f54,2024-01-13T10:08:14Z,U00153358,139.209.74.229,DELETE,3644,401,eu-north-1,T0245,16876
9bff4ea6-4021-465e-8103-66299f3fb4f8,2024-01-13T00:08:14Z,U01751730,178.97.93.85,POST,9746,401,ca-central-1,T0804,37929
3eef1152-8604-4ac4-b0fd-2392a2f53ed2,2024-01-13T21:26:13Z,U00356785,3.58.162.61,PUT,7339,503,ca-central-1,T0577,47411
b4842157-4fcf-4efe-bad5-0bfd7ec5410b,2024-01-13T04:44:53Z,U01179111,25.10.84.234,GET,11766,503,ca-central-1,T0627,34024
560794ec-13a5-40b5-b13d-95242447b154,2024-01-13T18:27:00Z,U01734736,205.186.180.127,PATCH,17673,0,me-south-1,T0926,7410
2d72072e-99d9-4232-8a97-89ffc948f2c5,2024-01-13T21:21:06Z,U01054451,124.102.73.1,POST,5555,0,me-south-1,T0183,50753
66d580f8-438a-41c9-b789-2b6033946649,2024-01-13T05:39:51Z,U00610229,254.178.195.105,DELETE,3653,400,ap-northeast-1,T0459,50391
4dd3724f-f1ea-4b1a-83bc-a5a7f327024e,2024-01-13T10:20:43Z,U01434067,137.120.212.251,PUT,6960,401,me-south-1,T0152,52534
a6c6777e-dbc5-4db9-860f-8ac0199ae671,2024-01-13T10:23:45Z,U01336651,28.245.123.113,POST,23841,403,us-east-1,T0492,26327
ef55f19b-00d9-413a-a7c7-3cba41a28014,2024-01-13T12:02:19Z,U00585129,210.220.88.205,PUT,11938,0,eu-north-1,T0968,37301
50521c8a-b0e3-4150-b314-2be52c9f97fe,2024-01-13T11:05:08Z,U01640577,91.79.133.242,GET,7543,0,eu-west-1,T0265,6400
3dab082d-3dc5-4ba7-9520-8ee8bebdd95f,2024-01-13T07:20:11Z,U01327119,163.27.69.169,GET,11991,0,us-west-2,T0967,35242
58560561-432d-4bbc-aa63-d05a2db7ea19,2024-01-13T03:56:20Z,U01180895,226.219.108.192,DELETE,21494,403,sa-east-1,T0495,43377
3f58ad02-e162-42a6-9fd1-dc939931749d,2024-01-13T02:05:14Z,U01819049,69.187.235.62,POST,9204,0,eu-north-1,T0555,44682
c9a3e126-d167-493e-932f-21289f80a2a1,2024-01-13T03:57:27Z,U00904991,33.103.161.145,POST,9741,500,ca-central-1,T0147,61140
9014fcaf-15b2-4f64-82bc-2573bc749b3b,2024-01-13T01:32:02Z,U00505917,211.102.118.140,POST,23042,0,me-south-1,T0022,23775
35b6f57d-e162-44ad-a559-11776f0684f0,2024-01-13T09:25:18Z,U00700832,122.252.227.168,PUT,13108,0,eu-west-1,T0693,63628
f8f0e14b-cafd-48ba-922c-7434948e242a,2024-01-13T15:03:13Z,U00656397,22.33.49.44,PATCH,8070,404,ap-southeast-1,T0670,43747
41c35de4-ae56-4af7-9377-8f680e0eb39c,2024-01-13T09:53:38Z,U01694324,215.122.84.200,PUT,5598,0,ca-central-1,T0013,18537
39a5e445-6b6f-48da-aecc-9f88d86790b5,2024-01-13T02:08:58Z,U00717039,111.49.78.181,PATCH,25755,400,ap-south-1,T0773,8823
