EventID,Timestamp,UserID,IPAddress,Action,DurationMs,ErrorCode,Region,Thread,BytesIn
c5ec0b78-72b1-444f-9574-fc5a4c7f21eb,2024-01-24T03:29:13Z,U00046357,12.134.183.218,PATCH,18205,401,eu-west-1,T0139,56155
12e93d3e-a084-4258-99ac-be4c5b05a940,2024-01-24T13:42:04Z,U01612490,230.79.214.160,PUT,23528,500,ca-central-1,T0407,43767
558a20f2-e683-4993-a506-4ac99bac928b,2024-01-24T23:50:55Z,U00915077,168.134.31.203,POST,24807,0,ca-central-1,T0429,36124
eeb10c25-417f-4836-b3ce-fb33d7a560f9,2024-01-24T23:52:27Z,U01647587,72.113.30.252,PATCH,18791,403,eu-west-1,T0812,36522
c9ba90ad-1169-4b04-bff2-43abc47034ac,2024-01-24T20:15:19Z,U00700300,23.108.129.163,PUT,9838,401,ap-southeast-1,T0534,17089
745958ac-9714-4f88-81ce-3202a6ed6df5,2024-01-24T04:46:36Z,U00873523,123.209.228.80,DELETE,22957,0,ap-southeast-1,T0315,1113
8f69b852-b659-44d8-b64f-c4703ad04811,2024-01-24T08:19:10Z,U00034792,170.232.214.199,PATCH,24533,401,us-west-2,T0681,50641
b9916177-31c3-4573-b3cd-bcfdaf90982e,2024-01-24T17:00:08Z,U01830656,82.137.84.26,PATCH,18483,0,us-east-1,T0246,44664
074629dd-d2da-400a-9d5a-41f4b3b2308d,2024-01-24T12:06:50Z,U00324560,187.92.127.12,GET,14755,0,us-east-1,T0077,32171
c7cc028d-2be5-4076-9042-48af46135d57,2024-01-24T23:20:41Z,U01133684,125.213.98.182,DELETE,2942,404,eu-north-1,T0110,63995
1a7cfbc9-68ab-4b5c-a62a-e6edb7d9e421,2024-01-24T23:49:10Z,U00283645,111.70.106.178,DELETE,9792,404,me-south-1,T0404,44226
f040255d-381c-48e8-bcc0-6421991e1577,2024-01-24T01:06:47Z,U01269879,82.153.235.49,DELETE,19060,500,ca-central-1,T0565,50042
00ea86af-9796-4f1b-b6f0-5a967bb736b5,2024-01-24T14:37:42Z,U00199991,60.147.103.38,PATCH,23793,0,ca-central-1,T0368,23264
0b575ee4-23df-4e7a-8aec-289a841961d0,2024-01-24T14:40:59Z,U01804180,19.86.88.191,DELETE,29629,0,ca-central-1,T0788,49054
6d85e5b0-be6e-45f0-9688-57f1d30dea59,2024-01-24T09:27:41Z,U00031914,45.145.249.121,GET,4915,400,eu-north-1,T0667,20836
7c7b9eb7-d70e-4688-95b6-4569c2383125,2024-01-24T11:10:32Z,U00302792,234.159.15.156,DELETE,8649,0,me-south-1,T0986,1356
3c2c8995-427a-48c3-9268-4e6be11100ab,2024-01-24T02:44:53Z,U00800052,74.22.28.147,DELETE,23788,0,ap-northeast-1,T0181,25580
46514d86-6fb0-44b0-9d4a-09dd5341bcbb,2024-01-24T23:19:41Z,U00716904,208.147.158.52,DELETE,28204,0,ca-central-1,T0871,12889
fb8e859a-6789-4fe6-9132-7b191721d424,2024-01-24T19:55:07Z,U00192605,236.141.49.128,PUT,12811,0,us-west-2,T0452,37685
61d28f6b-997c-4845-b60f-297b6b9dea5a,2024-01-24T04:28:31Z,U00100942,14.255.18.223,GET,29432,503,sa-east-1,T0651,45981
eb51833f-5faa-4012-ae83-9da2f5beebb6,2024-01-24T19:00:57Z,U00088379,170.16.48.12,DELETE,10718,400,us-west-2,T0258,922
a260c8b2-ae14-4d32-a0fe-fc3ddc26f962,2024-01-24T15:35:40Z,U00096368,153.207.0.192,POST,24467,500,eu-west-1,T0392,37348
b332bebd-3602-4034-b985-ca421fb2b512,2024-01-24T03:35:45Z,U01557650,221.92.192.227,POST,8971,0,eu-west-1,T0760,9904
4e7c702c-8c13-4d64-bf35-91eb589d427b,2024-01-24T19:57:54Z,U00837375,61.251.95.25,GET,2830,404,us-east-1,T0349,1577
335f92c4-ca17-4b46-b0e0-89e133580ec2,2024-01-24T06:37:42Z,U00389141,249.55.43.213,DELETE,16456,401,us-west-2,T0912,26948
37e7b2e8-a0d2-4f82-bab2-7bd2c88adc97,2024-01-24T04:16:09Z,U00850593,154.163.222.244,PUT,12698,0,ap-northeast-1,T0979,38336
304ec1c2-7b5d-4346-9a85-98a90dfdc1d2,2024-01-24T12:22:30Z,U00756293,113.207.50.76,DELETE,3257,0,ap-south-1,T0084,36525
c03b4fea-902c-4d42-902b-d075fde844cc,2024-01-24T21:53:59Z,U00013289,33.156.110.54,PUT,21991,400,ca-central-1,T0804,61997
602865ec-cf8a-4138-b67e-6ee6219de905,2024-01-24T11:44:36Z,U00814999,58.213.121.236,DELETE,24842,0,ap-southeast-1,T0702,51931
273e5c15-1194-4ea4-9c37-1e0e5c665575,2024-01-24T09:23:09Z,U01968398,90.91.82.205,PATCH,9967,0,us-east-1,T0726,56423
335fd145-3583-48af-bbc4-dbf55898fba8,2024-01-24T19:55:18Z,U01915550,252.19.243.63,GET,20662,400,ap-northeast-1,T0322,51813
1e71cabc-2532-4d9d-b35f-541bfcfd6940,2024-01-24T01:41:09Z,U01885438,162.128.28.65,POST,15578,0,ap-southeast-1,T0219,29337
ca499e62-0d91-4c1e-b480-a90226fbe881,2024-01-24T20:39:29Z,U00283792,105.179.216.120,DELETE,13213,403,ap-southeast-1,T0004,33831
82c8df3d-318f-4780-9f4b-a97ead25163e,2024-01-24T22:24:57Z,U01315706,223.248.80.4,POST,26782,401,sa-east-1,T0286,24905
8ef8bba0-c586-4967-aacb-18270741c8ab,2024-01-24T04:03:44Z,U00954531,57.21.181.53,PUT,14810,403,sa-east-1,T0216,53011
