EventID,Timestamp,UserID,IPAddress,Action,DurationMs,ErrorCode,Region,Thread,BytesIn
e9988725-6d9a-4a9c-bc48-52bb388fbf90,2024-01-07T08:08:38Z,U01898601,203.177.90.181,POST,12845,503,us-east-1,T0357,15598
4ccab267-9fa3-4d36-8b3d-8ea551732421,2024-01-07T13:16:55Z,U00583451,233.178.115.241,GET,2662,404,ap-northeast-1,T0822,46139
a875585e-45e0-4e8a-b789-58ea278508e3,2024-01-07T18:35:43Z,U00877659,137.72.222.211,PUT,16459,0,ap-southeast-1,T0122,40086
6394fd52-92be-415a-ac6a-ca812b620ab1,2024-01-07T10:11:19Z,U01741247,199.54.35.19,GET,10515,0,us-east-2,T0150,4657
8e324dad-8b1b-4027-a2e7-09d3a5d8701c,2024-01-07T11:33:02Z,U01413136,111.238.15.217,DELETE,26110,0,us-west-2,T0918,60004
7cabc725-8230-4784-bd82-94e0b571d3d3,2024-01-07T04:09:10Z,U01871324,143.29.148.206,GET,5643,0,eu-central-1,T0275,37998
dc8df0e5-2260-4987-b37b-9cdfe8301ec1,2024-01-07T03:58:54Z,U01889418,241.194.105.120,PUT,4878,0,ap-northeast-1,T0801,10590
fbba55d5-6756-4f0a-8974-ae10a23ba139,2024-01-07T09:23:23Z,U01118604,124.68.164.64,PUT,9965,503,ap-south-1,T0039,13447
14dcd81c-b0cf-4959-b948-87ca750c495f,2024-01-07T12:15:25Z,U01883933,196.122.126.245,PATCH,5321,0,ap-south-1,T0764,7689
ef877df4-e0ef-4fe3-93f2-2446eff8cf50,2024-01-07T21:41:43Z,U01924587,117.167.172.193,DELETE,21134,0,ap-southeast-1,T0724,1511
17b785b5-13c2-4c05-a5b7-e19a26fbafed,2024-01-07T07:41:36Z,U01704803,139.235.209.240,DELETE,9002,500,eu-north-1,T0251,30787
1ab19eb1-91e1-43cf-a8fe-6a67e9a810dc,2024-01-07T16:51:27Z,U01879842,170.84.145.159,DELETE,16046,404,ap-southeast-1,T0362,44543
720d75dc-60e6-42dd-9e21-8485efd2c2f7,2024-01-07T19:01:06Z,U01656177,168.50.61.85,GET,3321,0,eu-north-1,T0158,42050
7da2b220-7a96-4224-abc3-3d1bc8093f4d,2024-01-07T09:57:25Z,U01963756,91.125.58.118,POST,4793,403,me-south-1,T0953,48161
8ee8a69d-59d6-45e2-8e43-e1afeaae08ec,2024-01-07T02:05:21Z,U00595688,35.130.171.49,POST,28489,0,ap-south-1,T0126,65004
5c58aa0e-7c2f-4334-8e9a-9900d4ea9c2f,2024-01-07T06:49:55Z,U00862342,16.146.172.36,POST,28663,404,us-east-1,T0913,38460
cf23c298-b667-4c81-b372-89be6f6a3fc0,2024-01-07T06:24:20Z,U00477450,78.84.41.52,PATCH,24080,500,me-south-1,T0109,61737
1d54b7c9-8fe3-4e8a-b72a-5450b3baa290,2024-01-07T04:44:38Z,U01121311,112.7.133.53,GET,16436,500,ap-southeast-1,T0206,52304
10ca37ed-b73e-4997-beec-9a2a9d139fa4,2024-01-07T09:42:00Z,U01274618,124.146.188.254,PATCH,1784,0,sa-east-1,T0243,28392
9415e541-91ff-426d-ae64-6bbeb9acfefc,2024-01-07T21:12:51Z,U01793398,201.73.230.83,GET,10852,0,us-west-2,T0375,7474
4a278bc5-e5a1-4591-b81a-3d66a00ef5e9,2024-01-07T16:49:03Z,U00448428,111.147.224.93,DELETE,27043,0,sa-east-1,T0926,34347
02ad8581-d8b9-4d5a-a6eb-ace1bae38fd9,2024-01-07T17:11:45Z,U00792329,17.224.248.13,PUT,19441,0,us-east-1,T0144,40856
5a24f590-1df7-40a8-9218-b1c8e8e552c4,2024-01-07T10:03:26Z,U01726408,165.136.63.215,PUT,8579,0,ap-southeast-1,T0870,33697
fdf65922-1ebf-4697-9373-6fe21569924d,2024-01-07T13:29:48Z,U00754449,47.4.209.87,POST,11282,503,eu-central-1,T0571,33003
89ba07a8-8841-4984-aadd-e738a98ec1d1,2024-01-07T06:12:22Z,U00481361,100.69.143.185,DELETE,20825,0,ca-central-1,T0156,938
1e679bbc-eeca-4d3d-82cd-8de5a2adb7b0,2024-01-07T17:12:22Z,U00395753,166.48.8.163,POST,10313,400,sa-east-1,T0314,38933
da4ba93e-f6ff-4aa4-b9f7-874307d5ace9,2024-01-07T20:48:06Z,U01076861,211.249.155.195,DELETE,4621,0,us-west-2,T0274,558
2d232588-2905-4879-91a7-d828df9e29ea,2024-01-07T10:51:54Z,U00406743,185.137.147.45,PUT,22493,0,eu-west-1,T0302,40740
d2aa24c6-b0e3-4edd-a48e-e4b80b0c0744,2024-01-07T16:31:03Z,U00418358,88.84.0.58,PATCH,21228,503,ca-central-1,T0406,1525
c5e87de4-7bbb-44b0-9b1f-f34095776491,2024-01-07T21:33:21Z,U01637879,23.80.40.1,DELETE,17145,503,us-east-2,T0737,54320
a895dc7e-7eb8-4f0f-a112-6a62467d1f85,2024-01-07T21:57:54Z,U01452182,195.89.30.144,POST,20917,0,eu-west-1,T0288,26136
e153f288-41bd-4232-a87a-21dee5c99a75,2024-01-07T10:10:09Z,U00645510,39.16.42.144,GET,19669,404,eu-north-1,T0637,49720
b916e316-ec75-4e5f-807d-38f2b742cc27,2024-01-07T02:09:32Z,U00240921,150.56.114.186,DELETE,1278,0,sa-east-1,T0415,18238
7b4d3b72-3a57-4096-a8e8-291b2a76662c,2024-01-07T11:04:08Z,U01258436,150.92.108.180,DELETE,20718,400,eu-north-1,T0889,54875
17a942ca-861d-4615-a63f-f330273240d9,2024-01-07T20:26:01Z,U01314452,103.91.144.21,GET,6371,0,us-east-1,T0259,65359
9c1da049-7a8f-4a1d-9cfc-ddd9b5e8bf2f,2024-01-07T23:23:31Z,U00305068,64.129.130.63,PATCH,27254,500,ap-south-1,T0603,35315
0231b667-12ee-4b19-9df3-e710c721e5e1,2024-01-07T23:26:19Z,U01438240,59.22.234.241,POST,12044,0,ca-central-1,T0368,51839
e711c8db-98eb-4d35-a6d4-5c8801f02952,2024-01-07T07:50:34Z,U00680123,122.99.123.52,GET,13599,0,us-east-2,T0387,17894
c3316c2c-716f-4d0f-a535-71eaabe1d7d3,2024-01-07T11:01:24Z,U00560618,46.73.195.250,PATCH,29360,0,ap-south-1,T0381,55415
5730691a-8a0f-41a2-b52b-23d9508afe3e,2024-01-07T20:25:19Z,U01883679,76.36.199.218,DELETE,6661,404,ap-northeast-1,T0179,11199
031da34b-7b53-4e3b-be32-feb114744087,2024-01-07T18:25:16Z,U01072206,108.180.175.39,GET,11523,0,me-south-1,T0630,41739
7f7e6989-7e15-4441-90bb-ba2d8b6554ef,2024-01-07T18:23:06Z,U01885039,163.64.210.99,DELETE,13842,503,us-east-2,T0539,35577
bf54eb02-0f66-4c72-9702-868e50bc5d24,2024-01-07T21:45:53Z,U00092195,171.131.211.42,PUT,29,0,us-east-1,T0518,14866
e00f1ef6-fd4b-4f4e-a7fc-1d67df0aa903,2024-01-07T13:21:15Z,U00446993,75.231.178.254,PUT,26776,0,us-east-2,T0377,54911
d83e19e5-cef2-401c-9f77-2a11b5b5132e,2024-01-07T05:13:50Z,U01030214,102.101.184.183,POST,4048,503,ap-south-1,T0798,41839
992d81cd-a0ae-4cb0-9232-0fd94bdcaf9c,2024-01-07T11:26:31Z,U01308875,142.42.120.160,PUT,22671,0,ap-southeast-1,T0694,39347
9b82d1f9-87b5-4360-ac6a-68c66c771300,2024-01-07T02:17:00Z,U01664529,195.246.30.165,POST,7438,403,ap-south-1,T0296,20460
b6112201-857b-474e-bad0-882bf279b114,2024-01-07T18:24:05Z,U00187012,71.98.204.98,POST,20240,0,us-east-2,T0428,2888
eac09ad9-b636-439a-8fc0-31814900794f,2024-01-07T10:32:27Z,U00694083,108.174.31.158,PUT,24144,404,ca-central-1,T0300,58298
4880c6b4-9510-4b07-822c-8f69068c5d16,2024-01-07T22:53:21Z,U00496283,5.89.166.140,PATCH,19244,0,eu-west-1,T0400,24734
94ac1619-4676-4955-9db7-7109a8f16596,2024-01-07T08:23:34Z,U00302504,243.10.47.6,GET,13162,0,eu-north-1,T0523,50606
6b12f8a6-0d05-4d6c-9bd7-fb38713cc993,2024-01-07T05:23:25Z,U01094830,32.12.108.125,PUT,29046,404,ap-southeast-1,T0430,36169
0439e91c-9c99-4a3a-9d8e-2703dbfe2d87,2024-01-07T08:48:08Z,U01758572,6.223.176.200,DELETE,5799,503,us-east-1,T0333,63739
b17e31ea-2bf9-4d2a-a6fe-26896f942b8d,2024-01-07T15:57:10Z,U00741227,158.205.159.219,PUT,6992,403,eu-west-1,T0126,6866
9fe89756-8144-4511-9a91-85d92e618b57,2024-01-07T10:14:31Z,U01839061,56.222.193.110,PUT,28798,403,ap-southeast-1,T0675,20005
d51a047f-d605-4abe-a06b-25634b624802,2024-01-07T23:54:45Z,U00602840,191.158.9.84,PATCH,5377,0,us-west-2,T0384,3459
f70c9161-70bb-4464-9e86-0fcce8d94585,2024-01-07T20:52:24Z,U01379479,88.238.231.51,PATCH,3685,404,me-south-1,T0447,50378
1bc328b6-a7c7-498e-be75-5ec92a088c73,2024-01-07T13:36:46Z,U01631649,112.131.118.95,POST,7803,403,eu-central-1,T0804,21134
2e1e0b03-59d3-4dc5-a349-08a19d9a6dfd,2024-01-07T02:38:26Z,U01732718,50.101.107.241,PATCH,8257,400,eu-west-1,T0998,4346
56c3409b-579c-4f36-8030-4a5d66096aeb,2024-01-07T02:04:50Z,U01298808,14.134.147.141,PUT,2308,500,me-south-1,T0052,14512
d1692cd4-9f5f-4ec7-9f67-facd88310cd1,2024-01-07T21:24:32Z,U00618381,183.215.230.32,POST,16602,500,us-east-1,T0823,2590
135e5424-f6f8-4aee-82fc-2e039a22161f,2024-01-07T00:00:49Z,U00864362,179.206.7.44,POST,12003,404,ap-southeast-1,T0429,53308
a9da3919-b556-46a5-8b24-ac90a64d9e76,2024-01-07T07:38:31Z,U01455042,174.36.196.185,PUT,3835,404,me-south-1,T0503,7265
3767c4ee-73c7-4ff5-8cb9-59fc5ee36738,2024-01-07T05:30:38Z,U00098278,96.105.207.114,GET,1908,404,us-east-1,T0523,9602
0efc5b5f-b1d8-4430-b458-d7ee45c4fdb8,2024-01-07T20:22:31Z,U01485998,13.174.191.166,PUT,15581,500,ap-south-1,T0522,11360
216959fb-094e-407a-bd30-103c9aaa6dc2,2024-01-07T10:36:15Z,U00428276,201.40.142.177,POST,742,503,us-east-2,T0578,64257
e23129b7-c0bf-456c-b2f3-068f6cbcf45e,2024-01-07T19:07:16Z,U01643727,150.95.49.93,PATCH,9062,0,sa-east-1,T0294,1547
fe756f11-7460-456d-9c61-4bc34ecae9bc,2024-01-07T16:19:49Z,U01570171,97.41.146.250,POST,9788,400,eu-west-1,T0969,39103
48033748-c487-4b3d-a3f8-9488ecf818fe,2024-01-07T15:46:49Z,U00046075,130.33.202.127,POST,7660,0,us-east-1,T0885,60769
f54c7b51-b790-4ad5-905f-3521a18396be,2024-01-07T01:28:31Z,U00062943,84.131.234.56,PATCH,27159,503,ca-central-1,T0477,50510
67af4820-07c0-4631-8cd5-259ecfd002e0,2024-01-07T07:36:05Z,U00119071,115.242.93.64,PUT,17823,500,me-south-1,T0714,11148
612bff2c-d8cf-4f11-a31a-da7a5396e471,2024-01-07T20:34:32Z,U01713080,130.180.82.10,PATCH,18408,500,ap-northeast-1,T0103,35479
834e9ee5-4149-488d-aa3d-b014812170f3,2024-01-07T15:44:54Z,U01429359,105.78.59.17,DELETE,26775,400,eu-north-1,T0814,48078
862f20e9-c915-4758-bc39-e9f3ad9a1633,2024-01-07T01:06:43Z,U00539113,227.233.156.75,GET,2043,0,us-west-2,T0658,3970
beaac893-0974-4110-a509-10431abe2c32,2024-01-07T17:03:58Z,U00525845,149.225.232.220,PATCH,25956,503,ap-south-1,T0290,42574
407ad07b-5ae9-4367-898e-c71896313863,2024-01-07T20:12:08Z,U00293907,92.201.81.209,DELETE,3596,0,ca-central-1,T0659,3400
6914e88c-d1da-4a94-b96d-4d10e94d1bab,2024-01-07T03:31:32Z,U01889327,1.155.96.9,POST,14956,0,ap-southeast-1,T0595,63657
4da9400d-6cf5-40a9-8859-c004e7aa1f91,2024-01-07T11:30:15Z,U01586845,251.174.221.241,DELETE,4048,503,eu-west-1,T0072,30592
3f106aa1-9e65-480f-abbb-c52e6b1646e4,2024-01-07T22:21:45Z,U00572903,191.126.136.137,GET,28060,401,sa-east-1,T0735,63089
7c2bfc34-aa33-4c63-97c5-a4eed3a49fef,2024-01-07T20:42:36Z,U00526769,125.236.175.202,PUT,14742,400,ap-southeast-1,T0309,34388
de7bc308-0204-49e2-88fe-311bccc87aec,2024-01-07T20:05:01Z,U01880565,65.24.255.134,GET,27146,500,sa-east-1,T0676,5978
9e3298ba-3225-40b5-aefe-b87e6f27a6d2,2024-01-07T06:49:00Z,U01457846,245.132.85.168,POST,28367,0,us-east-1,T0820,39540
6698c759-9156-43fe-a084-39283076f74c,2024-01-07T11:02:52Z,U01707328,114.47.166.148,PATCH,16298,503,eu-west-1,T0658,38970
71e4972c-9ec9-4d86-a709-a1443e889c00,2024-01-07T06:49:22Z,U01846064,238.20.118.211,GET,9866,401,ap-southeast-1,T0638,62823
7b48e518-f788-4657-9e91-c29bfb9f4ae1,2024-01-07T19:52:03Z,U00146213,41.228.5.93,PUT,24429,0,us-east-2,T0634,9609
d9b4446a-01cd-4bc3-b8aa-4e2f3859ec52,2024-01-07T01:50:33Z,U01768390,65.75.158.34,GET,1738,0,ap-southeast-1,T0235,26931
bb0524d1-1064-4d33-874a-085e9d781a5d,2024-01-07T17:23:05Z,U00575930,123.58.238.125,GET,1869,0,ap-northeast-1,T0360,37820
d5c021b5-8a80-436c-9e2d-9298f074588c,2024-01-07T10:07:39Z,U00047433,133.157.194.215,PUT,19012,0,ca-central-1,T0003,37901
d84b6877-820e-4cbf-af4d-6a3a789021e7,2024-01-07T13:48:43Z,U01591802,181.116.73.148,PATCH,13744,500,eu-north-1,T0167,48057
40319cec-0e8f-4879-9fe3-10c5bc5b2c43,2024-01-07T21:07:12Z,U00477525,224.161.162.146,PATCH,17638,400,eu-north-1,T0871,39050
9df3e7a8-763b-4cbe-8a6a-efd3c7e04b0c,2024-01-07T14:39:08Z,U00997576,76.58.229.153,GET,28030,0,ap-south-1,T0652,9056
30214879-6db3-4d78-8ace-4e1169b5cf11,2024-01-07T18:45:15Z,U01121770,198.162.153.230,DELETE,20232,500,ca-central-1,T0734,34183
9bad4ec5-92be-4bef-867f-e5cd99616918,2024-01-07T23:06:29Z,U01689324,254.183.219.106,GET,26914,503,us-west-2,T0844,51550
5f07dc35-2d41-4ba0-8f3e-b2bfb20451a9,2024-01-07T06:47:04Z,U01321879,143.60.160.60,PUT,29236,401,eu-north-1,T0847,4918
7f586261-2cb0-4401-9389-41e44a8e635d,2024-01-07T19:03:43Z,U00592822,251.159.240.51,DELETE,24640,404,ca-central-1,T0264,3411
8f403d4b-8931-4b32-8526-9a2466a1517d,2024-01-07T14:27:35Z,U00805873,20.222.218.192,POST,20017,403,me-south-1,T0352,61615
18416290-dc16-4462-92b4-b824dc76b60d,2024-01-07T08:08:32Z,U01002813,13.159.87.193,PATCH,6575,503,me-south-1,T0923,36917
9fd2d64f-6f8b-4aa3-97ef-cbe2120e362b,2024-01-07T10:16:22Z,U00860940,244.186.96.6,GET,15175,0,sa-east-1,T0634,14709
5e001716-94f7-4058-8bf9-52190f315d28,2024-01-07T03:46:45Z,U01155151,32.212.135.46,POST,24107,503,us-east-1,T0284,28774
ae708f6b-201b-403b-80b1-2f0499c93950,2024-01-07T03:34:55Z,U00228227,122.1.215.12,GET,20340,0,sa-east-1,T0442,27667
47897bc1-26a1-486b-8b7b-32619b53622f,2024-01-07T19:08:37Z,U00970752,75.177.248.215,PUT,24843,500,ca-central-1,T0467,50067
b57ed55c-0ee5-4ec7-a122-ccfe2a482656,2024-01-07T15:17:27Z,U00204779,175.208.145.31,DELETE,11440,0,sa-east-1,T0578,17186
0aef9470-1d71-456a-a378-a0706782b4b3,2024-01-07T13:01:37Z,U00032982,169.90.116.243,DELETE,19361,0,eu-north-1,T0035,3041
dfa48a85-8438-4f2b-81ee-8d13c8825d6a,2024-01-07T21:20:09Z,U01326926,212.25.128.116,PUT,9756,401,eu-north-1,T0368,48524
41423972-adfd-451c-a84e-202d839842e6,2024-01-07T08:33:30Z,U00476118,29.91.228.16,POST,8370,500,us-east-1,T0151,62429
abb4e2ad-0a34-43e3-9b1d-732e0678ee6a,2024-01-07T04:22:56Z,U00382413,95.233.20.209,DELETE,28090,0,us-east-2,T0927,59227
f31625f4-2d95-496d-9169-450786c9b045,2024-01-07T06:51:29Z,U01038425,223.176.242.65,DELETE,24796,401,me-south-1,T0995,14389
60724569-53f4-4930-b582-244c0833e53e,2024-01-07T20:17:49Z,U00771299,191.19.109.192,GET,25769,400,ap-south-1,T0916,20510
ae99be0b-5991-4f85-aec4-7137dc6d945a,2024-01-07T02:01:27Z,U01322748,63.211.22.110,DELETE,21414,0,eu-west-1,T0074,24600
bd0cae71-591a-4372-a0e0-a194bd351691,2024-01-07T04:23:39Z,U01167176,85.167.106.83,POST,7786,0,us-west-2,T0065,45494
e0751e54-d254-4216-ba3a-4e159cfee51e,2024-01-07T01:41:05Z,U01108016,130.80.129.18,POST,12115,401,sa-east-1,T0607,18765
e5434166-42c0-40e3-a60f-80165ae5bb40,2024-01-07T00:10:40Z,U01577646,188.55.64.72,PATCH,19155,0,ap-southeast-1,T0891,55218
f061b1d7-27b2-482a-a3c5-e945bd9c7182,2024-01-07T10:09:35Z,U00968419,113.48.147.167,GET,27958,401,sa-east-1,T0755,35015
3498b971-c3b9-41d2-a96d-a8e43035475a,2024-01-07T22:06:50Z,U00718527,54.62.208.171,DELETE,18528,503,us-east-1,T0647,41106
e2a41d51-9992-4d02-b421-e37d581900bc,2024-01-07T14:03:46Z,U00174824,3.234.62.109,POST,20808,401,eu-north-1,T0889,1392
4227619d-4567-4789-8b03-b14d48f248fb,2024-01-07T15:00:05Z,U00407302,210.242.114.172,DELETE,13671,0,eu-west-1,T0295,58448
810649b7-f54d-4928-a8a1-1ae5185fecc2,2024-01-07T01:44:11Z,U01330962,209.164.154.70,PATCH,11310,500,ca-central-1,T0602,32173
ca21167a-9b9c-4b88-8112-b24a65bdacc0,2024-01-07T15:33:34Z,U00404668,175.43.43.16,PATCH,7606,0,eu-west-1,T0617,40147
8461e37f-76e5-42d3-a982-af56b2d84d21,2024-01-07T20:14:26Z,U01651594,43.77.91.49,PUT,11434,404,us-west-2,T0841,37968
c09f097b-a2f6-425b-be49-9e74db570bba,2024-01-07T14:28:59Z,U01476400,23.99.205.131,GET,24261,401,ap-southeast-1,T0298,16215
2c803c29-1e66-42af-9966-451a179f5e9e,2024-01-07T23:41:56Z,U01036278,73.248.85.11,PUT,26502,0,eu-west-1,T0800,51063
dcfe7a38-5459-44c6-b74a-ec59dd246851,2024-01-07T02:31:30Z,U01127919,5.165.57.57,DELETE,15948,0,us-west-2,T0567,28358
1920e97e-e0b7-424c-8386-cd6b758f8ce6,2024-01-07T23:21:01Z,U00964390,115.245.1.206,GET,15235,400,me-south-1,T0314,55018
