IP,Ident,User,Date,Time,Method,Resource,Protocol,Status,Bytes
178.213.66.2,-,-,20/May/2015,04:05:11,GET,/favicon.ico,HTTP/1.1,200,3638
178.213.66.2,-,-,20/May/2015,04:05:20,GET,/reset.css,HTTP/1.1,200,1015
178.213.66.2,-,-,20/May/2015,04:05:18,GET,/style2.css,HTTP/1.1,200,4877
178.213.66.2,-,-,20/May/2015,04:05:22,GET,/images/jordan-80.png,HTTP/1.1,200,6146
178.213.66.2,-,-,20/May/2015,04:05:08,GET,/images/web/2009/banner.png,HTTP/1.1,200,52315
178.17.6.226,-,-,20/May/2015,04:05:49,GET,/blog/geekery/ssl-latency.html,HTTP/1.1,200,17147
178.17.6.226,-,-,20/May/2015,04:05:34,GET,/reset.css,HTTP/1.1,200,1015
178.17.6.226,-,-,20/May/2015,04:05:59,GET,/style2.css,HTTP/1.1,200,4877
178.17.6.226,-,-,20/May/2015,04:05:15,GET,/images/jordan-80.png,HTTP/1.1,200,6146
178.17.6.226,-,-,20/May/2015,04:05:46,GET,/images/web/2009/banner.png,HTTP/1.1,200,52315
24.5.221.92,-,-,20/May/2015,04:05:41,GET,/blog/geekery/debugging-java-performance.html,HTTP/1.1,200,15796
24.5.221.92,-,-,20/May/2015,04:05:21,GET,/reset.css,HTTP/1.1,200,1015
24.5.221.92,-,-,20/May/2015,04:05:55,GET,/style2.css,HTTP/1.1,200,4877
24.5.221.92,-,-,20/May/2015,04:05:17,GET,/images/jordan-80.png,HTTP/1.1,200,6146
24.5.221.92,-,-,20/May/2015,04:05:52,GET,/images/web/2009/banner.png,HTTP/1.1,200,52315
178.17.6.226,-,-,20/May/2015,04:05:42,GET,/favicon.ico,HTTP/1.1,200,3638
212.33.34.196,-,-,20/May/2015,04:05:02,GET,/projects/xdotool/,HTTP/1.1,200,12292
212.33.34.196,-,-,20/May/2015,04:05:38,GET,/style2.css,HTTP/1.1,200,4877
212.33.34.196,-,-,20/May/2015,04:05:32,GET,/reset.css,HTTP/1.1,200,1015
212.33.34.196,-,-,20/May/2015,04:05:26,GET,/favicon.ico,HTTP/1.1,200,3638
212.33.34.196,-,-,20/May/2015,04:05:21,GET,/images/jordan-80.png,HTTP/1.1,200,6146
212.33.34.196,-,-,20/May/2015,04:05:51,GET,/images/web/2009/banner.png,HTTP/1.1,200,52315
46.105.14.53,-,-,20/May/2015,04:05:34,GET,/blog/tags/puppet?flav=rss20,HTTP/1.1,200,14872
212.33.34.196,-,-,20/May/2015,04:05:20,GET,/projects/xdotool/xdotool.xhtml,HTTP/1.1,200,50112
208.91.156.11,-,-,20/May/2015,04:05:43,GET,/files/logstash/logstash-1.3.2-monolithic.jar,HTTP/1.1,404,324
147.210.12.12,-,-,20/May/2015,04:05:50,GET,/presentations/logstash-puppetconf-2012/images/xkcd-perl.png,HTTP/1.1,200,80663
128.118.108.67,-,-,20/May/2015,05:05:11,GET,/favicon.ico,HTTP/1.0,200,3638
209.85.238.199,-,-,20/May/2015,05:05:22,GET,/?flav=rss20,HTTP/1.1,200,29941
79.176.36.151,-,-,20/May/2015,05:05:29,GET,/articles/dynamic-dns-with-dhcp/,HTTP/1.1,200,18848
79.176.36.151,-,-,20/May/2015,05:05:47,GET,/reset.css,HTTP/1.1,200,1015
79.176.36.151,-,-,20/May/2015,05:05:02,GET,/style2.css,HTTP/1.1,200,4877
79.176.36.151,-,-,20/May/2015,05:05:35,GET,/images/jordan-80.png,HTTP/1.1,200,6146
79.176.36.151,-,-,20/May/2015,05:05:47,GET,/images/web/2009/banner.png,HTTP/1.1,200,52315
91.236.75.25,-,-,20/May/2015,05:05:08,HEAD,/blog/geekery/ec2-reserved-vs-ondemand.html/fckeditor/editor/fckeditor.html,HTTP/1.1,404,-
91.236.75.25,-,-,20/May/2015,05:05:51,HEAD,/blog/geekery/ec2-reserved-vs-ondemand.html/include/fckeditor/editor/fckeditor.html,HTTP/1.1,404,-
91.236.75.25,-,-,20/May/2015,05:05:23,HEAD,/blog/geekery/ec2-reserved-vs-ondemand.html/js/fckeditor/editor/fckeditor.html,HTTP/1.1,404,-
91.236.75.25,-,-,20/May/2015,05:05:45,HEAD,/blog/geekery/ec2-reserved-vs-ondemand.html/admin/FCKeditor/editor/fckeditor.html,HTTP/1.1,404,-
