IP,Ident,User,Date,Time,Method,Resource,Protocol,Status,Bytes
178.255.215.71,-,-,18/May/2015,03:05:23,GET,/blog/site/183.html,HTTP/1.1,200,8590
66.249.73.185,-,-,18/May/2015,03:05:03,GET,/files/xmlpresenter/,HTTP/1.1,200,950
208.93.0.48,-,-,18/May/2015,03:05:00,GET,/?flav=rss20,HTTP/1.1,200,29941
208.91.156.11,-,-,18/May/2015,03:05:46,GET,/files/logstash/logstash-1.3.2-monolithic.jar,HTTP/1.1,404,324
66.249.73.135,-,-,18/May/2015,03:05:03,GET,/blog/tags/firefox?flav=rss20,HTTP/1.1,200,16021
207.241.237.228,-,-,18/May/2015,03:05:32,GET,/blog/geekery/xdotool-2.20100623.html,HTTP/1.0,200,11954
207.241.237.228,-,-,18/May/2015,03:05:15,GET,/blog/tags/glob,HTTP/1.0,200,9171
207.241.237.228,-,-,18/May/2015,03:05:26,GET,/blog/tags/motherboards,HTTP/1.0,200,9368
66.249.73.135,-,-,18/May/2015,03:05:05,GET,/blog/tags/xlib?page=2,HTTP/1.1,200,24410
207.241.237.228,-,-,18/May/2015,03:05:00,GET,/blog/tags/virtualization,HTTP/1.0,200,12416
207.241.237.228,-,-,18/May/2015,03:05:12,GET,/blog/tags/upgrades,HTTP/1.0,200,10732
207.241.237.228,-,-,18/May/2015,03:05:02,GET,/blog/geekery/fedora-9-subversion-1.5.html,HTTP/1.0,200,8877
207.241.237.228,-,-,18/May/2015,03:05:24,GET,/blog/geekery/firewall-reset-for-testing.html,HTTP/1.0,200,10395
207.241.237.228,-,-,18/May/2015,03:05:23,GET,/projects/kioskweb/demo/keyboard.html,HTTP/1.0,200,994
207.241.237.228,-,-,18/May/2015,03:05:20,GET,/blog/geekery/222.html,HTTP/1.0,200,10322
66.249.73.135,-,-,18/May/2015,03:05:24,GET,/blog/geekery/sms-traffic-reports.html,HTTP/1.1,200,9097
207.241.237.228,-,-,18/May/2015,03:05:19,GET,/blog/tags/travel,HTTP/1.0,200,44288
