IP,Ident,User,Date,Time,Method,Resource,Protocol,Status,Bytes
198.46.149.143,-,-,18/May/2015,11:05:00,GET,/blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,HTTP/1.1,200,9316
198.46.149.143,-,-,18/May/2015,11:05:53,GET,/blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,HTTP/1.1,200,10756
66.249.73.135,-,-,18/May/2015,11:05:34,GET,/blog/geekery/defcon-16-pre.html,HTTP/1.1,200,8562
74.125.176.150,-,-,18/May/2015,11:05:47,GET,/?flav=rss20,HTTP/1.1,200,29941
209.85.238.199,-,-,18/May/2015,11:05:07,GET,/test.xml,HTTP/1.1,200,1370
208.91.156.11,-,-,18/May/2015,11:05:22,GET,/files/logstash/logstash-1.3.2-monolithic.jar,HTTP/1.1,404,324
46.105.14.53,-,-,18/May/2015,11:05:08,GET,/blog/tags/puppet?flav=rss20,HTTP/1.1,200,14872
86.28.207.22,-,-,18/May/2015,11:05:47,GET,/,HTTP/1.1,200,37932
86.28.207.22,-,-,18/May/2015,11:05:21,GET,/apple-touch-icon.png,HTTP/1.1,404,304
86.28.207.22,-,-,18/May/2015,11:05:02,GET,/apple-touch-icon-precomposed.png,HTTP/1.1,404,316
86.28.207.22,-,-,18/May/2015,11:05:18,GET,//favicon.ico,HTTP/1.1,200,3638
184.169.233.10,-,-,18/May/2015,11:05:45,GET,/blog/tags/puppet?flav=rss20,HTTP/1.1,200,14872
107.170.41.69,-,-,18/May/2015,11:05:42,GET,/?flav=atom,HTTP/1.1,200,32352
59.124.42.160,-,-,18/May/2015,11:05:48,GET,/projects/xdotool/,HTTP/1.1,200,12292
59.124.42.160,-,-,18/May/2015,11:05:22,GET,/style2.css,HTTP/1.1,200,4877
59.124.42.160,-,-,18/May/2015,11:05:12,GET,/reset.css,HTTP/1.1,200,1015
59.124.42.160,-,-,18/May/2015,11:05:55,GET,/favicon.ico,HTTP/1.1,200,3638
59.124.42.160,-,-,18/May/2015,11:05:21,GET,/images/jordan-80.png,HTTP/1.1,200,6146
204.93.54.173,-,-,18/May/2015,11:05:40,GET,/presentations/logstash-puppetconf-2012/,HTTP/1.1,200,37269
204.93.54.173,-,-,18/May/2015,11:05:08,GET,/presentations/puppet-at-loggly/puppet-at-loggly.pdf.html,HTTP/1.1,200,24747
174.93.161.163,-,-,18/May/2015,11:05:24,GET,/articles/dynamic-dns-with-dhcp/,HTTP/1.1,200,18848
174.93.161.163,-,-,18/May/2015,11:05:47,GET,/reset.css,HTTP/1.1,200,1015
174.93.161.163,-,-,18/May/2015,11:05:52,GET,/style2.css,HTTP/1.1,200,4877
174.93.161.163,-,-,18/May/2015,11:05:57,GET,/images/jordan-80.png,HTTP/1.1,200,6146
174.93.161.163,-,-,18/May/2015,11:05:42,GET,/favicon.ico,HTTP/1.1,200,3638
174.93.161.163,-,-,18/May/2015,11:05:57,GET,/images/web/2009/banner.png,HTTP/1.1,200,52315
66.249.73.135,-,-,18/May/2015,11:05:08,GET,/blog/tags/firefox?flav=rss20,HTTP/1.1,200,16021
46.105.14.53,-,-,18/May/2015,11:05:11,GET,/blog/tags/puppet?flav=rss20,HTTP/1.1,200,14872
94.153.9.168,-,-,18/May/2015,11:05:47,GET,/presentations/vim/+++++++++++++++++++++++++++++++++++Result:+%E8%F1%EF%EE%EB%FC%E7%EE%E2%E0%ED+%ED%E8%EA%ED%E5%E9%EC+%22newkoversjup%22;+ReCaptcha+%E4%E5%F8%E8%F4%F0%EE%E2%E0%ED%E0;+%28JS%29;+%E7%E0%F0%E5%E3%E8%F1%F2%F0%E8%F0%EE%E2%E0%EB%E8%F1%FC;+%ED%E5+%ED%E0%F8%EB%EE%F1%FC+%F4%EE%F0%EC%FB+%E4%EB%FF+%EE%F2%EF%F0%E0%E2%EA%E8;+Result:+%EE%F8%E8%E1%EA%E0:+%22i+never+really+liked+c%27s+assert%28%29+feature.+if+an+assertion+is+violated%2C+it%27lltell+you+what+assertion+failed+but+completely+lacks+any+context:%22;+%ED%E5+%ED%E0%F8%EB%EE%F1%FC+%F4%EE%F0%EC%FB+%E4%EB%FF+%EE%F2%EF%F0%E0%E2%EA%E8;,HTTP/1.0,403,676
94.153.9.168,-,-,18/May/2015,11:05:07,GET,/,HTTP/1.0,200,37932
24.210.169.33,-,-,18/May/2015,11:05:44,GET,/presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png,HTTP/1.1,200,175208
23.105.131.185,-,-,18/May/2015,11:05:58,GET,/articles/ppp-over-ssh/,HTTP/1.1,200,18586
157.55.33.88,-,-,18/May/2015,11:05:53,GET,/blog/rants/dns-providers.html,HTTP/1.1,200,13313
187.16.77.116,-,-,18/May/2015,11:05:34,GET,/favicon.ico,HTTP/1.1,200,3638
66.249.73.135,-,-,18/May/2015,11:05:04,GET,/blog/site/siterelocation.html,HTTP/1.1,200,8137
68.180.224.225,-,-,18/May/2015,11:05:45,GET,/blog/tags/python?page=3,HTTP/1.1,200,33188
187.45.193.158,-,-,18/May/2015,11:05:03,GET,/presentations/logstash-puppetconf-2012/images/kibana-logstash-downloads.png,HTTP/1.1,200,95058
23.105.131.64,-,-,18/May/2015,11:05:32,GET,/articles/ppp-over-ssh/,HTTP/1.1,200,18586
46.105.14.53,-,-,18/May/2015,11:05:25,GET,/blog/tags/puppet?flav=rss20,HTTP/1.1,200,14872
180.76.6.46,-,-,18/May/2015,11:05:13,GET,/blog/geekery/Kyocera-KPC650-EVDO-in-FreeBSD.html,HTTP/1.1,200,10475
66.249.73.135,-,-,18/May/2015,11:05:48,GET,/?flav=rss20,HTTP/1.1,200,29941
209.85.238.199,-,-,18/May/2015,11:05:16,GET,/?flav=rss20,HTTP/1.1,200,29941
68.183.65.140,-,-,18/May/2015,11:05:47,GET,/blog/projects/grok/main.html,HTTP/1.1,200,13442
68.183.65.140,-,-,18/May/2015,11:05:43,GET,/reset.css,HTTP/1.1,200,1015
68.183.65.140,-,-,18/May/2015,11:05:37,GET,/style2.css,HTTP/1.1,200,4877
68.183.65.140,-,-,18/May/2015,11:05:35,GET,/images/jordan-80.png,HTTP/1.1,200,6146
68.183.65.140,-,-,18/May/2015,11:05:11,GET,/images/web/2009/banner.png,HTTP/1.1,200,52315
68.183.65.140,-,-,18/May/2015,11:05:57,GET,/favicon.ico,HTTP/1.1,200,3638
180.76.6.43,-,-,18/May/2015,11:05:12,GET,/robots.txt,HTTP/1.1,200,-
111.117.160.16,-,-,18/May/2015,11:05:19,GET,/files/rubygems615/java-ssl-debug-last-request.txt,HTTP/1.1,200,66717
50.16.19.13,-,-,18/May/2015,11:05:27,GET,/blog/tags/puppet?flav=rss20,HTTP/1.1,200,14872
79.103.41.39,-,-,18/May/2015,11:05:34,GET,/favicon.ico,HTTP/1.1,200,3638
209.85.238.199,-,-,18/May/2015,11:05:48,GET,/blog/tags/firefox?flav=rss20,HTTP/1.1,200,16021
157.55.35.36,-,-,18/May/2015,11:05:17,GET,/blog/geekery/apache-httpd-cache-for-maven.html,HTTP/1.1,200,9940
82.98.148.169,-,-,18/May/2015,11:05:31,GET,/presentations/logstash-puppetconf-2012/images/kibana-logstash-downloads.png,HTTP/1.1,200,95058
82.98.148.169,-,-,18/May/2015,11:05:00,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms1.png,HTTP/1.1,200,55478
75.144.62.181,-,-,18/May/2015,11:05:53,GET,/blog/geekery/debugging-java-performance.html,HTTP/1.1,200,15796
75.144.62.181,-,-,18/May/2015,11:05:18,GET,/reset.css,HTTP/1.1,200,1015
75.144.62.181,-,-,18/May/2015,11:05:05,GET,/style2.css,HTTP/1.1,200,4877
75.144.62.181,-,-,18/May/2015,11:05:48,GET,/images/jordan-80.png,HTTP/1.1,200,6146
75.144.62.181,-,-,18/May/2015,11:05:01,GET,/images/web/2009/banner.png,HTTP/1.1,200,52315
75.144.62.181,-,-,18/May/2015,11:05:36,GET,/favicon.ico,HTTP/1.1,200,3638
46.105.14.53,-,-,18/May/2015,11:05:20,GET,/blog/tags/puppet?flav=rss20,HTTP/1.1,200,14872
74.125.176.144,-,-,18/May/2015,11:05:29,GET,/?flav=rss20,HTTP/1.1,200,29941
199.16.156.124,-,-,18/May/2015,11:05:54,GET,/robots.txt,HTTP/1.1,200,-
199.16.156.126,-,-,18/May/2015,11:05:21,GET,/files/lumberjack/lumberjack-0.3.0.exe,HTTP/1.1,200,4378624
23.105.131.2,-,-,18/May/2015,11:05:45,GET,/articles/ppp-over-ssh/,HTTP/1.1,200,18586
69.175.14.228,-,-,18/May/2015,11:05:52,GET,/misc/sample.log,HTTP/1.0,200,54306753
69.175.87.242,-,-,18/May/2015,11:05:44,GET,/wp-login.php?action=register,HTTP/1.0,404,296
209.85.238.199,-,-,18/May/2015,11:05:24,GET,/,HTTP/1.1,200,37932
79.170.40.34,-,-,18/May/2015,11:05:08,GET,/presentations/logstash-monitorama-2013/images/tiered-outputs-to-inputs.jpg,HTTP/1.1,200,1079983
66.249.73.135,-,-,18/May/2015,11:05:14,GET,/blog/geekery/disabling-battery-in-ubuntu-vms.html,HTTP/1.1,200,9316
67.253.133.120,-,-,18/May/2015,11:05:09,GET,/blog/geekery/ssl-latency.html,HTTP/1.1,200,17147
67.253.133.120,-,-,18/May/2015,11:05:39,GET,/reset.css,HTTP/1.1,200,1015
67.253.133.120,-,-,18/May/2015,11:05:25,GET,/style2.css,HTTP/1.1,200,4877
67.253.133.120,-,-,18/May/2015,12:05:05,GET,/images/jordan-80.png,HTTP/1.1,200,6146
